,name,location,description,score,url,lat,lon,rank,lat_location,lon_location,Forecast
0,Au Cœur des Remparts,Aigues Mortes,Managed by a private host,9.9,https://www.booking.com/hotel/fr/au-coeur-des-remparts-aigues-mortes.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.565401,4.192973,1,43.5658225,4.1912837,11.72
1,Nouveau! Magnifique appartement climatisé,Aigues Mortes,"Nouveau! Magnifique appartement climatisé is located in the Aigues-Mortes Medieval City district of Aigues-Mortes, 24 km from Montpellier Arena, 24 km from Parc des Expositions de Montpellier and 28...",9.5,https://www.booking.com/hotel/fr/nouveau-magnifique-appartement-climatise.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.5656945,4.19151132,2,43.5658225,4.1912837,11.72
2,la cabane du saunier Stella - Etang du Roy,Aigues Mortes,Managed by a private host,9.5,https://www.booking.com/hotel/fr/la-cabane-du-saunier-stella-etang-du-roy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.5793021,4.2128337,3,43.5658225,4.1912837,11.72
3,Boutique Hôtel des Remparts & Spa,Aigues Mortes,"Located in a former military station dating from the 18th-century, inside the medieval ramparts of Aigues-Mortes, this refined hotel offers a bar and a terrace with sun loungers. ",9.5,https://www.booking.com/hotel/fr/les-remparts-aigues-mortes.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.56803552,4.1903438,4,43.5658225,4.1912837,11.72
4,Lou Mirèio,Aigues Mortes,Managed by a private host,9.4,https://www.booking.com/hotel/fr/42-rue-pasteur.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.56607498,4.19257857,5,43.5658225,4.1912837,11.72
5,11 le tadorne,Aigues Mortes,Managed by a private host,9.3,https://www.booking.com/hotel/fr/11-le-tadorne.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=27&hapos=27&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.5716095,4.1895776,6,43.5658225,4.1912837,11.72
6,"Appartement centre village, clim et parking gratuit",Aigues Mortes,Managed by a private host,9.3,https://www.booking.com/hotel/fr/appartement-centre-village-clim-et-parking-gratuit.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=26&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.56724459,4.19366391,7,43.5658225,4.1912837,11.72
7,"Appartement moderne tout confort, idéalement placé",Aigues Mortes,Managed by a private host,9.2,https://www.booking.com/hotel/fr/appartement-moderne-tout-confort-idealement-place-aigues-mortes.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.567701,4.193413,8,43.5658225,4.1912837,11.72
8,CABANE DU SAUNIER MAIA ETANG DU ROY,Aigues Mortes,Managed by a private host,9.2,https://www.booking.com/hotel/fr/cabane-du-saunier-maia-etang-du-roy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.5575394,4.1823967,9,43.5658225,4.1912837,11.72
9,La Maison de Lyna,Aigues Mortes,"Situated within 24 km of Montpellier Arena and 24 km of Parc des Expositions de Montpellier in Aigues-Mortes, La Maison de Lyna features accommodation with free WiFi and seating area. ",9.1,https://www.booking.com/hotel/fr/la-maison-de-lyna.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.5660175,4.1923532,10,43.5658225,4.1912837,11.72
10,La Villa Mazarin,Aigues Mortes,"Set in a building dating from the 15th century, La Villa Mazarin is located in the fortified city of Aigues-Mortes. It offers a terrace and guests can enjoy a drink at the bar. ",9.1,https://www.booking.com/hotel/fr/la-villa-mazarin.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.56498662,4.19175196,11,43.5658225,4.1912837,11.72
11,Appartement avec extérieur,Aigues Mortes,Managed by a private host,9.0,https://www.booking.com/hotel/fr/appartement-avec-exterieur-aigues-mortes1.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.5667316,4.2024508,12,43.5658225,4.1912837,11.72
12,"appartement n2 centre village, clim, parking gratuit",Aigues Mortes,Managed by a private host,9.0,https://www.booking.com/hotel/fr/appartement-n2-centre-village-clim-parking-gratuit.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.5672407,4.1938007,13,43.5658225,4.1912837,11.72
13,La Paloma,Aigues Mortes,Managed by a private host,9.0,https://www.booking.com/hotel/fr/la-paloma-aigues-mortes.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.57006008,4.1871778,14,43.5658225,4.1912837,11.72
14,le dit vin secret,Aigues Mortes,Managed by a private host,8.8,https://www.booking.com/hotel/fr/le-dit-vin-secret.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.566769,4.189113,15,43.5658225,4.1912837,11.72
15,Les Manades,Aigues Mortes,Managed by a private host,8.7,https://www.booking.com/hotel/fr/les-manades.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=30&hapos=30&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.5700838,4.1911109,16,43.5658225,4.1912837,11.72
16,Maison des Croisades,Aigues Mortes,Maison des Croisades in Aigues-Mortes offers bike rental and a garden. The hotel features free WiFi and a terrace. Guests can enjoy Canal & Garden Views. Le Grau-du-Roi beach is a 10-minute drive...,8.7,https://www.booking.com/hotel/fr/des-croisades.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.5689974,4.1882982,17,43.5658225,4.1912837,11.72
17,Nid douillet t3 au coeur des remparts,Aigues Mortes,Managed by a private host,8.6,https://www.booking.com/hotel/fr/nid-douillet-t3-au-coeur-des-remparts.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.5655416,4.1896099,18,43.5658225,4.1912837,11.72
18,Charmant appartement au cœur des remparts,Aigues Mortes,Managed by a private host,8.6,https://www.booking.com/hotel/fr/charmant-appartement-au-coeur-des-remparts.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.5656986,4.1908793,19,43.5658225,4.1912837,11.72
19,La maison sur la place,Aigues Mortes,Managed by a private host,8.5,https://www.booking.com/hotel/fr/la-maison-sur-la-place-aigues-mortes.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=29&hapos=29&sr_order=popularity&srpvid=306d6698467c0059&srepoch=1676471729&from=searchresults#hotelTmpl,43.5658726,4.1929586,20,43.5658225,4.1912837,11.72
20,Mas du Couvin,Saintes Maries de la mer,"Located 34 km from Arles Amphitheatre, Mas du Couvin offers a garden, a shared lounge and air-conditioned accommodation with a terrace and free WiFi. ",9.7,https://www.booking.com/hotel/fr/mas-du-couvin.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.50038852,4.427241,1,43.4522771,4.4287172,11.95
21,Mas des Cabidoules,Saintes Maries de la mer,"Featuring free WiFi, Mas des Cabidoules offers accommodation in Saintes-Maries-de-la-Mer, 1.9 km from Eglise des Stes Maries. The bed and breakfast has an outdoor pool and views of the lake. ",9.7,https://www.booking.com/hotel/fr/mas-des-cabidoules.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from=searchresults#hotelTmpl,43.46610858,4.4140926,2,43.4522771,4.4287172,11.95
22,Gîtes Equestres Lou Caloun - Les Saintes Maries de la Mer,Saintes Maries de la mer,"Offering a heated outdoor pool, Gîtes Equestres Lou Caloun - Les Saintes Maries de la Mer is located in Saintes-Maries-de-la-Mer. Free WiFi access is provided in this holiday home. ",9.0,https://www.booking.com/hotel/fr/gites-equestres-les-cabanes-de-cambon-saintes-maries-de-la-mer.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=26&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.51843096,4.37782645,3,43.4522771,4.4287172,11.95
23,La Tramontane,Saintes Maries de la mer,"La Tramontane welcomes you in Saintes-Maries-de-la-Mer, in the heart of the Camargues area. It offers individually-decorated rooms leading to the outdoor swimming pool, the garden and the private...",9.0,https://www.booking.com/hotel/fr/la-tramontane.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.47260109,4.41012025,4,43.4522771,4.4287172,11.95
24,Hôtel Casa Marina,Saintes Maries de la mer,"Facing the beachfront, Hôtel Casa Marina offers 3-star accommodation in Saintes-Maries-de-la-Mer and has a garden, terrace and bar. With free WiFi, this 3-star hotel offers a concierge service. ",8.9,https://www.booking.com/hotel/fr/casa-marina-saintes-maries-de-la-mer.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from=searchresults#hotelTmpl,43.451133,4.430953,5,43.4522771,4.4287172,11.95
25,Le Maset,Saintes Maries de la mer,"Located just 400 metres from the sandy beach in Saintes-Maries-de-La-Mer, Le Maset is an air-conditioned hotel offering a swimming pool surrounded by sun loungers. ",8.8,https://www.booking.com/hotel/fr/mazet-de-la-grenouilla-re.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from=searchresults#hotelTmpl,43.45656073,4.42670293,6,43.4522771,4.4287172,11.95
26,Mangio Fango Hotel et Spa,Saintes Maries de la mer,"Mangio Fango Hotel et Spa in Saintes-Maries-de-la-Mer has 4-star accommodation with a garden, a terrace and a bar. ",8.6,https://www.booking.com/hotel/fr/mangio-fango.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.45978795,4.42328453,7,43.4522771,4.4287172,11.95
27,Le Mas de Cocagne,Saintes Maries de la mer,"Le Mas de Cocagne features a seasonal heated outdoor swimming pool and a garden. It is located at the entrance of Saintes-Maries-de-la-Mer, just 800 metres from the sandy beaches and the town centre. ",8.6,https://www.booking.com/hotel/fr/le-mas-de-cocagne-les-saintes-maries-de-la-mer.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=27&hapos=27&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.45831608,4.42523181,8,43.4522771,4.4287172,11.95
28,Logis Le Nid du Pont de Gau,Saintes Maries de la mer,"In this unspoiled natural setting of the Camargue, Le Nid du Pont de Gau offers you a warm welcome in its cozy accommodation. ",8.6,https://www.booking.com/hotel/fr/l-39-hostellerie-du-pont-de-gau.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.4893118,4.40394696,9,43.4522771,4.4287172,11.95
29,Abrivado,Saintes Maries de la mer,"Set in the Camargue Regional Park, Abrivado is an air-conditioned hotel located beside the harbour in the town of Saintes-Maries-de-la-Mer. It is 50 metres from the beach and the surrounding shops. ",8.5,https://www.booking.com/hotel/fr/abrivado.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from=searchresults#hotelTmpl,43.45033695,4.42622423,10,43.4522771,4.4287172,11.95
30,L'Estrambord de Camargue,Saintes Maries de la mer,Managed by a private host,8.5,https://www.booking.com/hotel/fr/l-39-estrambord-de-camargue.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from=searchresults#hotelTmpl,43.452083,4.425598,11,43.4522771,4.4287172,11.95
31,Hôtel Les Arcades,Saintes Maries de la mer,"Just 100 metres from the nearest beach and 400 metres from the church in Saintes-Maries-de-la-Mer, this 3-star hotel offers free WiFi access throughout the property. ",8.5,https://www.booking.com/hotel/fr/ha-tel-les-arcades.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from=searchresults#hotelTmpl,43.4526278,4.43076655,12,43.4522771,4.4287172,11.95
